date_time,comp6_inv
2012-11-01,0.00347357305618852
2012-11-02,0.00314446751705725
2012-11-03,0.00292863603083681
2012-11-04,0.00348367604895644
2012-11-05,0.0041125141697203
2012-11-06,0.00449803549654518
2012-11-07,0.0031732820059304
2012-11-08,0.00396194448064642
2012-11-09,0.00403116633073614
2012-11-10,0.00563641277072154
2012-11-11,0.00470122880394255
2012-11-12,0.00377923197889717
2012-11-13,0.00270312828049549
2012-11-14,0.00318768892552899
2012-11-15,0.00268302031429667
2012-11-16,0.00338564738640678
2012-11-17,0.00253535633641009
2012-11-18,0.00397932113461669
2012-11-19,0.00354400472533963
2012-11-20,0.0034791384484636
2012-11-21,0.00285731118180747
2012-11-22,0.0053314443367385
2012-11-23,0.00470649273643641
2012-11-24,0.00378741600488699
2012-11-25,0.00286231288040796
2012-11-26,0.00405873618214816
2012-11-27,0.00280479173766023
2012-11-28,0.00489210916014385
2012-11-29,0.00424577664822844
2012-11-30,0.0022883295194508
2012-12-01,0.00253764168499408
2012-12-02,0.00289036768165625
2012-12-03,0.00373756386125303
2012-12-04,0.00377401976318746
2012-12-05,0.00221873478002056
2012-12-06,0.0028765215284927
2012-12-07,0.00292855003494293
2012-12-08,0.00266721378744358
2012-12-09,0.00335232986925913
2012-12-10,0.00342577005995098
2012-12-11,0.00270389419544453
2012-12-12,0.00149859676848042
2012-12-13,0.00301725599213479
2012-12-14,0.00303009669072586
2012-12-15,0.0020978721582395
2012-12-16,0.00278435194208548
2012-12-17,0.00240089487900035
2012-12-18,0.0020193495885952
2012-12-19,0.00148084161164929
2012-12-20,0.00199480142658526
2012-12-21,0.0031413612565445
2012-12-22,0.00215237166991553
2012-12-23,0.00338218714768884
2012-12-24,0.00334001336005344
2012-12-25,0.0033196551247176
2012-12-26,0.00245329307416494
2012-12-27,0.00315480922098569
2012-12-28,0.00305761612294276
2012-12-29,0.0025504049629502
2012-12-30,0.00219664624713817
2012-12-31,0
2013-01-01,0.00221860671498299
2013-01-02,0.00297029702970297
2013-01-03,0.00372760932652857
2013-01-04,0.00249072602013779
2013-01-05,0.00289835979184507
2013-01-06,0.00315786505765923
2013-01-07,0.003227357000618
2013-01-08,0.0034424187521232
2013-01-09,0.00337778557641691
2013-01-10,0.00291497598059792
2013-01-11,0.00308402011092106
2013-01-12,0.00174289126295065
2013-01-13,0.0029202225410971
2013-01-14,0.00329843682776423
2013-01-15,0.0040044304336713
2013-01-16,0.0032729504284383
2013-01-17,0.00255717802260832
2013-01-18,0.00377688844422211
2013-01-19,0.00293998060863854
2013-01-20,0.00343588117137118
2013-01-21,0.00344081121111997
2013-01-22,0.00291925760668344
2013-01-23,0.00278252486744665
2013-01-24,0.00267274585331342
2013-01-25,0.00312966578614908
2013-01-26,0.00368942365219704
2013-01-27,0.00406770764991471
2013-01-28,0.00405251280060181
2013-01-29,0.00430543532734977
2013-01-30,0.00785197485470288
2013-01-31,0.00665325285043595
2013-02-01,0.00515253842571029
2013-02-02,0.00595795705774347
2013-02-03,0.00670944207406442
2013-02-04,0.00207773160596431
2013-02-05,0.00287458661918087
2013-02-06,0.00304571021541031
2013-02-07,0.00171817471828629
2013-02-08,0.00238111912598921
2013-02-09,0.00156154146450282
2013-02-10,0.00163462645332105
2013-02-11,0.00271767317386885
2013-02-12,0.00274219293578357
2013-02-13,0.00272514101020343
2013-02-14,0.00227685600096887
2013-02-15,0.00330360855703923
2013-02-16,0.00214735902727425
2013-02-17,0.00237172294195654
2013-02-18,0.00326144134665965
2013-02-19,0.00280910923360638
2013-02-20,0.00237597000610341
2013-02-21,0.00250893669930505
2013-02-22,0.00341420892052884
2013-02-23,0.00157560069776602
2013-02-24,0.0028087044534413
2013-02-25,0.00336462573730996
2013-02-26,0.0031057791851897
2013-02-27,0.00207485927934591
2013-02-28,0.0030855600077139
2013-03-01,0.00256469500924214
2013-03-02,0.00221849467020183
2013-03-03,0.00381327791940701
2013-03-04,0.00271606788296557
2013-03-05,0.00298468964754869
2013-03-06,0.00355079662950289
2013-03-07,0.00300057247764376
2013-03-08,0.0025749117010368
2013-03-09,0.00322445341582342
2013-03-10,0.00324402539208364
2013-03-11,0.00259551891293561
2013-03-12,0.00217287297663663
2013-03-13,0.00252921134591668
2013-03-14,0.0037031612862732
2013-03-15,0.00348408095903913
2013-03-16,0.00275603571822291
2013-03-17,0.00216769270788173
2013-03-18,0.00191704426629488
2013-03-19,0.00280719136375833
2013-03-20,0.00335054594189759
2013-03-21,0.00367254273504274
2013-03-22,0.00375346657741226
2013-03-23,0.004068504824477
2013-03-24,0.00305206068989746
2013-03-25,0.00386284812361114
2013-03-26,0.00464996125032291
2013-03-27,0.00382599137566585
2013-03-28,0.00400965862519661
2013-03-29,0.00387434554973822
2013-03-30,0.00332636055004972
2013-03-31,0.003642509543375
2013-04-01,0.00323480651813513
2013-04-02,0.00389434140392974
2013-04-03,0.00320724643315321
2013-04-04,0.00300261930620328
2013-04-05,0.00415532311219372
2013-04-06,0.0036427732079906
2013-04-07,0.00428500249128052
2013-04-08,0.00392290636193075
2013-04-09,0.00389492002983343
2013-04-10,0.00472099353521606
2013-04-11,0.00293698825204699
2013-04-12,0.003947532792005
2013-04-13,0.00336907482275737
2013-04-14,0.00355890511330926
2013-04-15,0.00465694585735277
2013-04-16,0.00434942548633501
2013-04-17,0.00324297355729253
2013-04-18,0.00561047892676968
2013-04-19,0.00299911043334604
2013-04-20,0.00432900432900433
2013-04-21,0.00460548759686145
2013-04-22,0.00381243628950051
2013-04-23,0.00512295081967213
2013-04-24,0.00471023635293128
2013-04-25,0.0040523211079764
2013-04-26,0.00564574751635571
2013-04-27,0.00480427648272829
2013-04-28,0.00477806434098005
2013-04-29,0.0053957572524722
2013-04-30,0.00494071146245059
2013-05-01,0.00438378989546347
2013-05-02,0.00574295473953886
2013-05-03,0.00578692415228063
2013-05-04,0.00617497873412936
2013-05-05,0.0059801520814538
2013-05-06,0.0061667439189053
2013-05-07,0.00644872194513716
2013-05-08,0.00479364687487142
2013-05-09,0.00643297055597739
2013-05-10,0.00627309017877067
2013-05-11,0.00344795739309793
2013-05-12,0.00522730872802154
2013-05-13,0.00737854574886593
2013-05-14,0.00702848062584036
2013-05-15,0.00761775537894941
2013-05-16,0.00686331775700935
2013-05-17,0.00796876794121024
2013-05-18,0.00698510834348899
2013-05-19,0.00668393542717054
2013-05-20,0.00782695581378136
2013-05-21,0.0084905111752961
2013-05-22,0.00937348589318326
2013-05-23,0.00640515761711391
2013-05-24,0.00834649221745996
2013-05-25,0.00663710229471115
2013-05-26,0.00772420521993658
2013-05-27,0.0057035452718906
2013-05-28,0.00506585612968592
2013-05-29,0.00560474846745159
2013-05-30,0.00698210960900186
2013-05-31,0.00471282593375617
2013-06-01,0.00537180785240185
2013-06-02,0.00476297461244664
2013-06-03,0.0037935289026389
2013-06-04,0.00511085918189083
2013-06-05,0.00466984046225969
2013-06-06,0.00402640668751405
2013-06-07,0.00505831418978618
2013-06-08,0.00466003542716991
2013-06-09,0.00446976539521527
2013-06-10,0.00497127109638142
2013-06-11,0.00516257585363645
2013-06-12,0.00502613224555206
2013-06-13,0.00592965797887802
2013-06-14,0.00538717589348283
2013-06-15,0.00553865579980486
2013-06-16,0.00560777734366022
2013-06-17,0.00519965672169216
2013-06-18,0.00560616678346181
2013-06-19,0.00459541928605566
2013-06-20,0.00551320074964974
2013-06-21,0.00452206455636987
2013-06-22,0.00545463644097483
2013-06-23,0.0051001597640408
2013-06-24,0.00540689941094163
2013-06-25,0.00363750282820196
2013-06-26,0.00302614859894336
2013-06-27,0.00344703194516814
2013-06-28,0.00315398111788788
2013-06-29,0.00391357071987653
2013-06-30,0.00332112554309502
