date_time,srch_adults_count
2012-11-01,1.89809926082365
2012-11-02,1.90198754078908
2012-11-03,1.99237693268444
2012-11-04,1.96815365169405
2012-11-05,1.96849708696913
2012-11-06,1.95209321230186
2012-11-07,1.92958955417989
2012-11-08,1.91275902515313
2012-11-09,1.94034475497127
2012-11-10,2.01243099254913
2012-11-11,1.99808708621081
2012-11-12,1.91888601430528
2012-11-13,1.90869724963258
2012-11-14,1.99486122561143
2012-11-15,1.91534797130811
2012-11-16,1.96373876724465
2012-11-17,1.99084894822327
2012-11-18,1.99449017073668
2012-11-19,1.98320816808708
2012-11-20,1.94714896555387
2012-11-21,1.95852480263933
2012-11-22,1.95205428379688
2012-11-23,1.92351022828343
2012-11-24,2.00684178375076
2012-11-25,2.01549596973186
2012-11-26,1.94585051971622
2012-11-27,1.97976355867782
2012-11-28,1.97466680770044
2012-11-29,1.93819703991628
2012-11-30,1.92502542588355
2012-12-01,1.95178480798511
2012-12-02,2.04638031861262
2012-12-03,1.95670879268621
2012-12-04,1.94125781452565
2012-12-05,1.94704800043292
2012-12-06,1.99645733664386
2012-12-07,1.94049718792639
2012-12-08,2.00755026672138
2012-12-09,1.98488099228964
2012-12-10,1.96388175186793
2012-12-11,1.96496693607641
2012-12-12,1.94817579902455
2012-12-13,1.96643726480659
2012-12-14,1.87937491488492
2012-12-15,2.01481354626022
2012-12-16,1.99798134484199
2012-12-17,1.96477778080921
2012-12-18,1.94915458573194
2012-12-19,2.02107114209909
2012-12-20,1.98319530919422
2012-12-21,2.01167231290422
2012-12-22,1.97981643924626
2012-12-23,1.98864551457562
2012-12-24,1.98415879377803
2012-12-25,1.99617317534234
2012-12-26,2.04394360121856
2012-12-27,2.00703000794913
2012-12-28,1.98574885007046
2012-12-29,1.99386524211615
2012-12-30,2.01933667471072
2012-12-31,1.95102655140475
2013-01-01,1.96753438840408
2013-01-02,2.01589235846662
2013-01-03,1.90916141298909
2013-01-04,1.92999470058294
2013-01-05,1.99808971740992
2013-01-06,1.98375955113204
2013-01-07,1.96015015221223
2013-01-08,1.89935454648398
2013-01-09,1.94542902263555
2013-01-10,1.91297047712327
2013-01-11,1.95073342663142
2013-01-12,1.97737468934577
2013-01-13,1.99730634644916
2013-01-14,1.97090819692282
2013-01-15,1.91741927238647
2013-01-16,1.96802054685547
2013-01-17,1.91723824773558
2013-01-18,1.94379689844922
2013-01-19,1.98933475119632
2013-01-20,2.03285230996934
2013-01-21,1.95732026888458
2013-01-22,1.93527792281768
2013-01-23,1.95747337978178
2013-01-24,1.95296491365983
2013-01-25,1.9128287584702
2013-01-26,2.03799109220235
2013-01-27,1.99375410051174
2013-01-28,1.93991603775874
2013-01-29,1.92840220511185
2013-01-30,1.94698137824695
2013-01-31,1.93770623742455
2013-02-01,1.94116790870983
2013-02-02,2.01307752838461
2013-02-03,2.0011725238576
2013-02-04,1.92229283793693
2013-02-05,1.93100992113966
2013-02-06,1.90769533072974
2013-02-07,1.92638625460225
2013-02-08,1.91533020519644
2013-02-09,1.97381629580057
2013-02-10,1.99500402900886
2013-02-11,1.96552081820634
2013-02-12,1.95782343551754
2013-02-13,1.94965882924562
2013-02-14,1.96044568245125
2013-02-15,1.9346439957492
2013-02-16,2.02646550281667
2013-02-17,2.0529429766398
2013-02-18,1.94945817990531
2013-02-19,1.95599776986748
2013-02-20,1.95943412677653
2013-02-21,1.92797353404827
2013-02-22,1.9333139619352
2013-02-23,1.99749592031962
2013-02-24,2.00490890688259
2013-02-25,1.93829442552131
2013-02-26,1.95798063455332
2013-02-27,1.89161428160565
2013-02-28,1.91754697979387
2013-03-01,1.9119685767098
2013-03-02,2.01571884638277
2013-03-03,2.01173975449346
2013-03-04,1.93734312366538
2013-03-05,1.93717412532012
2013-03-06,1.93373072818928
2013-03-07,1.91752373808161
2013-03-08,1.9483878318332
2013-03-09,2.03449903004247
2013-03-10,1.99421209858103
2013-03-11,1.95362418412917
2013-03-12,1.96770592456742
2013-03-13,1.98747935870906
2013-03-14,1.94861602192606
2013-03-15,1.95475279070301
2013-03-16,1.98809392569728
2013-03-17,2.04172808462672
2013-03-18,1.97314201618837
2013-03-19,1.93143022271761
2013-03-20,1.95930072135283
2013-03-21,1.96298522079772
2013-03-22,2.00607248732906
2013-03-23,1.96725953212195
2013-03-24,2.02147421118503
2013-03-25,1.92521442960686
2013-03-26,1.97726685610953
2013-03-27,1.93901665680223
2013-03-28,1.92822489532797
2013-03-29,1.99410994764398
2013-03-30,1.99941702959432
2013-03-31,2.01311303435615
2013-04-01,1.96372973191541
2013-04-02,1.9525598410794
2013-04-03,1.96265987637523
2013-04-04,1.95775037798931
2013-04-05,1.91015904857429
2013-04-06,2.00493537015276
2013-04-07,2.04661185849527
2013-04-08,1.95260532150776
2013-04-09,1.94886881577857
2013-04-10,1.94517693092889
2013-04-11,1.91458259166963
2013-04-12,1.90283572767021
2013-04-13,2.02346633854808
2013-04-14,2.02985816716387
2013-04-15,1.9065671979202
2013-04-16,1.93510484062926
2013-04-17,1.93516131714618
2013-04-18,1.8983326923512
2013-04-19,1.96482399288347
2013-04-20,2.01706506054332
2013-04-21,2.04359374238511
2013-04-22,1.95683995922528
2013-04-23,1.90068461251863
2013-04-24,1.95336024896964
2013-04-25,1.92716081046422
2013-04-26,1.96241822146838
2013-04-27,2.00067665865954
2013-04-28,1.97597393783087
2013-04-29,1.9544540642567
2013-04-30,1.96526784963418
2013-05-01,1.96887707535755
2013-05-02,1.96430401366354
2013-05-03,1.95552521213303
2013-05-04,2.05169969440156
2013-05-05,2.05562572496456
2013-05-06,1.97634066221962
2013-05-07,1.94595542394015
2013-05-08,1.98615397276056
2013-05-09,1.98091200539948
2013-05-10,1.91587116610052
2013-05-11,2.05408983160422
