date_time,comp3_rate
2012-11-01,0.00486300227866392
2012-11-02,0.00332245624443785
2012-11-03,0.0055988630001292
2012-11-04,0.00434688781329963
2012-11-05,0.00608968444362429
2012-11-06,0.007207695434223
2012-11-07,0.00358945013785569
2012-11-08,0.00602111299361397
2012-11-09,0.000451249962395836
2012-11-10,0.00343589545612477
2012-11-11,0.00703563207210712
2012-11-12,0.0103738649622077
2012-11-13,0.0109437329414235
2012-11-14,0.0110744710085188
2012-11-15,0.00676230630235996
2012-11-16,0.00686621946589039
2012-11-17,0.00756645406647387
2012-11-18,0.00435344534385416
2012-11-19,0.00840997946727421
2012-11-20,0.00706451013199479
2012-11-21,0.0114881583598445
2012-11-22,0.0103273432257102
2012-11-23,0.00978357545211977
2012-11-24,0.00985542659336184
2012-11-25,0.00848823819707189
2012-11-26,0.00722653027553209
2012-11-27,0.00608141759941283
2012-11-28,0.0115823989845568
2012-11-29,0.0109732396471819
2012-11-30,0.00861301805237732
2012-12-01,0.0108695652173913
2012-12-02,0.0095449351347718
2012-12-03,0.00941113202473783
2012-12-04,0.00625162052375328
2012-12-05,0.0108772119703447
2012-12-06,0.0076303518440017
2012-12-07,0.00905188192618723
2012-12-08,0.00910956093557653
2012-12-09,0.00707341602413677
2012-12-10,0.00620182510853194
2012-12-11,0.00790595150624541
2012-12-12,0.0123429879294842
2012-12-13,0.00701766281316744
2012-12-14,0.0119161105815062
2012-12-15,0.00830586119792782
2012-12-16,0.0111374077683419
2012-12-17,0.00755736228958066
2012-12-18,0.00837879381536514
2012-12-19,0.00493613870549762
2012-12-20,0.00942997038022124
2012-12-21,0.00976285802279027
2012-12-22,0.0100714749837557
2012-12-23,0.00483169592526977
2012-12-24,0.00644145433724592
2012-12-25,0.0085757757388538
2012-12-26,0.00425956379909956
2012-12-27,0.010085453100159
2012-12-28,0.0101034271888543
2012-12-29,0.00527313458555919
2012-12-30,0.00662087742095167
2012-12-31,-3.85921580734795e-05
2013-01-01,0.00451116698713208
2013-01-02,0.00393500888550394
2013-01-03,0.00675472830981687
2013-01-04,0.00495495495495495
2013-01-05,0.00398524471378697
2013-01-06,0.00583641131192376
2013-01-07,0.00283824303600449
2013-01-08,0.00400860604688031
2013-01-09,0.00763291805579926
2013-01-10,0.00741569889464111
2013-01-11,0.00761934380345203
2013-01-12,0.00752025304199077
2013-01-13,0.0035999295118697
2013-01-14,0.0011267951896089
2013-01-15,0.00474993609951436
2013-01-16,0.00395481510102962
2013-01-17,0.00638099562650862
2013-01-18,0.00600300150075038
2013-01-19,0.00562975010164827
2013-01-20,0.00581456813616661
2013-01-21,0.0025749117010368
2013-01-22,0.00429581810414392
2013-01-23,0.00681389947855046
2013-01-24,0.0042187459057202
2013-01-25,0.00634546916274262
2013-01-26,0.00764475171175962
2013-01-27,0.00401522109959323
2013-01-28,0.00298478487708996
2013-01-29,0.00471547678709736
2013-01-30,0.00491044953149093
2013-01-31,0.00493628437290409
2013-02-01,0.00503609687936656
2013-02-02,0.00412185708397347
2013-02-03,0.00286616942969742
2013-02-04,0.00425323881691518
2013-02-05,0.00518951920630883
2013-02-06,0.0063616044015425
2013-02-07,0.00296775633158541
2013-02-08,0.00247449634661624
2013-02-09,0.00669232056215493
2013-02-10,0.00214113042477265
2013-02-11,0.0030288571250752
2013-02-12,0.00407236115090247
2013-02-13,0.000887255212624374
2013-02-14,0.00358483710790844
2013-02-15,0.00136302730675045
2013-02-16,0.00164537899492442
2013-02-17,0.0026012445169846
2013-02-18,0.000673329826407154
2013-02-19,0.00244456834069563
2013-02-20,0.00586363240038364
2013-02-21,0.00335264992562002
2013-02-22,0.00167078308876943
2013-02-23,0.0039952731979067
2013-02-24,0.00161943319838057
2013-02-25,0.0043615518816981
2013-02-26,0.00365385786492905
2013-02-27,0.006265664160401
2013-02-28,0.00417836251044591
2013-03-01,0.00619223659889094
2013-03-02,0.00549212704940209
2013-03-03,0.00389896955804537
2013-03-04,0.00400854156520436
2013-03-05,0.00324262578992944
2013-03-06,0.00261250321963425
2013-03-07,0.00394812168111021
2013-03-08,0.004238350233565
2013-03-09,0.00393226026319929
2013-03-10,0.00469100074682599
2013-03-11,5.72540936676972e-05
2013-03-12,0.00324934215772267
2013-03-13,0.00340711941640016
2013-03-14,0.00240600874531874
2013-03-15,0.00488229765970615
2013-03-16,0.00181898357402712
2013-03-17,0.0033816006242955
2013-03-18,0.0033112582781457
2013-03-19,0.00185770016719301
2013-03-20,0.0026016003784146
2013-03-21,0.00376157407407407
2013-03-22,0.000669408052022569
2013-03-23,0.00327129779805921
2013-03-24,0.0033375052148519
2013-03-25,0.00151606404851405
2013-03-26,0.00457047473322338
2013-03-27,0.0046715143316141
2013-03-28,0.00283555969074677
2013-03-29,0.00492146596858639
2013-03-30,0.00510956414389081
2013-03-31,0.003933910306845
2013-04-01,0.00325502405887348
2013-04-02,0.00214385461125425
2013-04-03,0.00326556000466509
2013-04-04,0.00430162482165293
2013-04-05,0.00355829392940727
2013-04-06,0.00176263219741481
2013-04-07,0.00124564025909317
2013-04-08,0.000511683438512707
2013-04-09,0.00329410789757189
2013-04-10,0.0044020074855393
2013-04-11,0.00282573869704521
2013-04-12,0.0017738913179263
2013-04-13,0.00518544559676569
2013-04-14,0.00426545245198095
2013-04-15,0.00153724426359218
2013-04-16,0.0039166468309783
2013-04-17,0.00359637452186928
2013-04-18,0.00361966382372237
2013-04-19,0.00470199517092388
2013-04-20,0.00586611456176674
2013-04-21,0.00160826551001511
2013-04-22,0.000407747196738023
2013-04-23,0.00379564083457526
2013-04-24,0.00353267726469846
2013-04-25,0.00305206463195691
2013-04-26,0.0041434456021323
2013-04-27,0.00524410461142876
2013-04-28,0.00466947196959414
2013-04-29,0.00451356119978663
2013-04-30,-0.000168194432764275
2013-05-01,0.00491936603653819
2013-05-02,0.00384286934244236
2013-05-03,0.00598198901134627
2013-05-04,0.00863236823036451
2013-05-05,0.00415001933238819
2013-05-06,0.00530017532899377
2013-05-07,0.0060785536159601
2013-05-08,0.00855861416286055
2013-05-09,0.00476672572344554
2013-05-10,0.00433909399717339
2013-05-11,0.00572607209925192
2013-05-12,0.00501610433497017
2013-05-13,0.00525156699983059
2013-05-14,0.00635619117467302
2013-05-15,0.00802481100988564
2013-05-16,0.00596628838451268
2013-05-17,0.00601676426685038
2013-05-18,0.00472609458133936
2013-05-19,0.00640640177621537
2013-05-20,0.00503293612611946
2013-05-21,0.00891697520693198
2013-05-22,0.00778949722336104
2013-05-23,0.00418637752752543
2013-05-24,0.00378975862846831
2013-05-25,0.00949433018839846
2013-05-26,0.00726346315418598
2013-05-27,0.00386717652904703
2013-05-28,0.00628166160081054
2013-05-29,0.00834873990464143
2013-05-30,0.0048571197280013
2013-05-31,0.00704721634954193
2013-06-01,0.00745303183710204
2013-06-02,0.00620085374073242
2013-06-03,0.00572712373165387
2013-06-04,0.00871633802293382
2013-06-05,0.0079950576007559
2013-06-06,0.00746009360884583
2013-06-07,0.00594186251987984
2013-06-08,0.00806649407276196
2013-06-09,0.00984274763195072
2013-06-10,0.00828545182730236
2013-06-11,0.00588714790326963
2013-06-12,0.00724782838307869
2013-06-13,0.00680166650518361
2013-06-14,0.010051681850035
2013-06-15,0.00697354072203409
2013-06-16,0.00792902944083105
2013-06-17,0.00614198933144867
