date_time,visitor_hist_adr_usd
2012-11-01,12.8970902573223
2012-11-02,12.6421192524473
2012-11-03,11.3544558335846
2012-11-04,8.07057280266362
2012-11-05,10.2537616323518
2012-11-06,11.2812949464842
2012-11-07,11.1378889871508
2012-11-08,11.5236303922846
2012-11-09,14.4368451610962
2012-11-10,6.90310311546925
2012-11-11,6.20854261907078
2012-11-12,10.6775143306448
2012-11-13,7.50893265798866
2012-11-14,9.17590766694147
2012-11-15,9.21114028363358
2012-11-16,8.65000126566257
2012-11-17,8.66271362357881
2012-11-18,7.97098904836406
2012-11-19,8.03759317075915
2012-11-20,10.0736937295833
2012-11-21,9.45792152704136
2012-11-22,15.7791212437551
2012-11-23,10.3602205010377
2012-11-24,4.02748035023417
2012-11-25,5.1267797335088
2012-11-26,9.23665401748886
2012-11-27,11.6282657474639
2012-11-28,10.2709152210704
2012-11-29,8.51630198833906
2012-11-30,9.30205886092042
2012-12-01,10.78004525461
2012-12-02,7.52162936075822
2012-12-03,11.38498951331
2012-12-04,14.0044323125234
2012-12-05,11.7296899182856
2012-12-06,11.3255105068734
2012-12-07,12.7194944923292
2012-12-08,8.29002954452195
2012-12-09,6.19266610794502
2012-12-10,12.016513392989
2012-12-11,10.4680667156503
2012-12-12,9.78145908830822
2012-12-13,10.3815743973963
2012-12-14,10.8337450633256
2012-12-15,7.48480113028214
2012-12-16,4.10783273005708
2012-12-17,8.6986552260388
2012-12-18,10.5037002320745
2012-12-19,7.9030344912692
2012-12-20,9.43077102097564
2012-12-21,6.86490514320912
2012-12-22,4.75659275503574
2012-12-23,4.52344741504268
2012-12-24,6.66214476572192
2012-12-25,6.10748628336945
2012-12-26,6.8671342301782
2012-12-27,6.67820126192369
2012-12-28,7.52580521655899
2012-12-29,4.38081302774427
2012-12-30,2.84192345770683
2012-12-31,5.28227577956159
2013-01-01,8.34273776068629
2013-01-02,10.5456905305915
2013-01-03,9.56275292704894
2013-01-04,8.87926682564918
2013-01-05,6.07497595678809
2013-01-06,5.51275326359715
2013-01-07,10.7340678431642
2013-01-08,6.29311878609444
2013-01-09,7.93176851201965
2013-01-10,9.78379226715172
2013-01-11,12.7738070802882
2013-01-12,4.36558177064842
2013-01-13,3.97739647055862
2013-01-14,6.79011472823749
2013-01-15,9.10636768339439
2013-01-16,8.09821919676341
2013-01-17,8.20091580431613
2013-01-18,7.71908354177089
2013-01-19,3.64482156819817
2013-01-20,5.76366819959827
2013-01-21,9.93575914321522
2013-01-22,6.33076897517444
2013-01-23,7.77615332369309
2013-01-24,9.10623588292325
2013-01-25,9.45602819570461
2013-01-26,4.38045768796118
2013-01-27,4.72345256528015
2013-01-28,7.16740396515324
2013-01-29,7.76437582577794
2013-01-30,7.57971557347883
2013-01-31,6.61756887994634
2013-02-01,12.8809533651607
2013-02-02,9.93008843257016
2013-02-03,8.76733478813145
2013-02-04,12.1291671962845
2013-02-05,13.2837110150089
2013-02-06,11.3418313560779
2013-02-07,11.6908954591097
2013-02-08,10.6548644863086
2013-02-09,8.22919831576599
2013-02-10,6.50947300564061
2013-02-11,9.79477791838682
2013-02-12,9.31642716817419
2013-02-13,9.7649686291907
2013-02-14,9.36769431997093
2013-02-15,9.93675183662154
2013-02-16,5.59511657091862
2013-02-17,6.45406559216566
2013-02-18,9.19721977906365
2013-02-19,9.0725785907278
2013-02-20,10.2762950126428
2013-02-21,9.7886498368081
2013-02-22,10.264854714514
2013-02-23,8.09690844634517
2013-02-24,4.52508400809717
2013-02-25,8.43732159175874
2013-02-26,8.9587337352577
2013-02-27,10.754265992851
2013-02-28,9.09962373309906
2013-03-01,13.6884119685767
2013-03-02,8.45896894107462
2013-03-03,7.25305405000107
2013-03-04,11.169829917956
2013-03-05,12.8826005490355
2013-03-06,10.1532464951981
2013-03-07,10.033929170697
2013-03-08,8.41282556682238
2013-03-09,6.13155560216012
2013-03-10,6.54011715832711
2013-03-11,8.20684434520401
2013-03-12,8.18706901363528
2013-03-13,10.0108540791371
2013-03-14,8.95411971462644
2013-03-15,10.5017757352098
2013-03-16,5.87859194135156
2013-03-17,6.95181110725744
2013-03-18,8.75346636458696
2013-03-19,8.69455508080996
2013-03-20,7.4558508415783
2013-03-21,7.30426081730769
2013-03-22,6.70201946064837
2013-03-23,4.51713087940182
2013-03-24,4.10388929143886
2013-03-25,7.8536032481153
2013-03-26,7.52728454185959
2013-03-27,8.69823391392576
