date_time,srch_room_count
2012-11-01,1.08722836658701
2012-11-02,1.10243251260753
2012-11-03,1.09057237607132
2012-11-04,1.06890279618954
2012-11-05,1.12087100941133
2012-11-06,1.09933613331527
2012-11-07,1.10274150756906
2012-11-08,1.08883096572397
2012-11-09,1.10252399145633
2012-11-10,1.09701578967687
2012-11-11,1.08471938527381
2012-11-12,1.08035306650434
2012-11-13,1.11166806634474
2012-11-14,1.10684253915911
2012-11-15,1.08853967037179
2012-11-16,1.10422731299835
2012-11-17,1.08327060967397
2012-11-18,1.07499489830624
2012-11-19,1.10170731021292
2012-11-20,1.10888906594428
2012-11-21,1.12875574407918
2012-11-22,1.1012601595705
2012-11-23,1.09702045656685
2012-11-24,1.07216452860924
2012-11-25,1.0838295772331
2012-11-26,1.10651707639003
2012-11-27,1.11937403339537
2012-11-28,1.10908081235456
2012-11-29,1.0909851995814
2012-11-30,1.11349478769387
2012-12-01,1.06276433767552
2012-12-02,1.10210391880083
2012-12-03,1.1058080129067
2012-12-04,1.09757713693066
2012-12-05,1.09905839060555
2012-12-06,1.10304002906801
2012-12-07,1.15807514393158
2012-12-08,1.10705785802216
2012-12-09,1.06084478712705
2012-12-10,1.10643513186261
2012-12-11,1.13675238795004
2012-12-12,1.11127762186316
2012-12-13,1.11628301183171
2012-12-14,1.10200190657769
2012-12-15,1.10545018623967
2012-12-16,1.09943616873173
2012-12-17,1.11578861211906
2012-12-18,1.10157027035173
2012-12-19,1.13148639476769
2012-12-20,1.11962763706704
2012-12-21,1.1226978749615
2012-12-22,1.10631903833658
2012-12-23,1.08527943308101
2012-12-24,1.11790247160989
2012-12-25,1.1071510904145
2012-12-26,1.10495241689807
2012-12-27,1.11205782988871
2012-12-28,1.11706681555928
2012-12-29,1.08729967258315
2012-12-30,1.08888682631025
2012-12-31,1.08135226921889
2013-01-01,1.10741754178376
2013-01-02,1.13229246001523
2013-01-03,1.09444110877614
2013-01-04,1.11046634870164
2013-01-05,1.09637046307885
2013-01-06,1.09315701920095
2013-01-07,1.1332829774085
2013-01-08,1.09926395651682
2013-01-09,1.12833391823127
2013-01-10,1.10692131896833
2013-01-11,1.15560047685689
2013-01-12,1.0885646967692
2013-01-13,1.11237821916774
2013-01-14,1.13281842207699
2013-01-15,1.11112294453438
2013-01-16,1.13316817055708
2013-01-17,1.11516860645747
2013-01-18,1.13771885942971
2013-01-19,1.10856034779345
2013-01-20,1.10690876413997
2013-01-21,1.1247351031104
2013-01-22,1.13172259932596
2013-01-23,1.12308838350642
2013-01-24,1.12200298718654
2013-01-25,1.11134719191455
2013-01-26,1.10566376387689
2013-01-27,1.10043301404015
2013-01-28,1.12191511563008
2013-01-29,1.11761355870427
2013-01-30,1.11887083382754
2013-01-31,1.11079812206573
2013-02-01,1.10092571029343
2013-02-02,1.10885449844494
2013-02-03,1.12656743640687
2013-02-04,1.10835981422635
2013-02-05,1.11984227931824
2013-02-06,1.11237196964115
2013-02-07,1.13341515117706
2013-02-08,1.12388822746691
2013-02-09,1.09213094640567
2013-02-10,1.08557614826753
2013-02-11,1.13534427317802
2013-02-12,1.1059837105554
2013-02-13,1.10982952024843
2013-02-14,1.10551047595979
2013-02-15,1.12662292658134
2013-02-16,1.09392604160857
2013-02-17,1.10716107314088
2013-02-18,1.1126144134666
2013-02-19,1.11772526482824
2013-02-20,1.1167712965385
2013-02-21,1.10772885721264
2013-02-22,1.11860138505497
2013-02-23,1.10036013730235
2013-02-24,1.10141700404858
2013-02-25,1.1196934452106
2013-02-26,1.11341168828533
2013-02-27,1.09084185874522
2013-02-28,1.10124493775311
2013-03-01,1.10919593345656
2013-03-02,1.10107678155944
2013-03-03,1.08875511471968
2013-03-04,1.10680702805979
2013-03-05,1.12522799712585
2013-03-06,1.09909114324613
2013-03-07,1.10038099374223
2013-03-08,1.11122251338726
2013-03-09,1.10465055313794
2013-03-10,1.09615384615385
2013-03-11,1.11046223138288
2013-03-12,1.11930866757037
2013-03-13,1.12453753057001
2013-03-14,1.10860514258217
2013-03-15,1.11912347857978
2013-03-16,1.09822511299746
2013-03-17,1.0894390011272
2013-03-18,1.11633941365555
2013-03-19,1.10202902140483
2013-03-20,1.11023296148843
2013-03-21,1.12885060541311
2013-03-22,1.1190590035383
2013-03-23,1.09767160568491
2013-03-24,1.0965680785192
2013-03-25,1.08720483479055
2013-03-26,1.10917473123621
2013-03-27,1.11313097150588
2013-03-28,1.10801710196938
2013-03-29,1.11104712041885
2013-03-30,1.09252083261891
2013-03-31,1.09362706530291
2013-04-01,1.1216893777041
2013-04-02,1.09702417245245
2013-04-03,1.13112778447304
2013-04-04,1.11456802742818
2013-04-05,1.12157902278263
2013-04-06,1.0994124559342
2013-04-07,1.10545590433483
2013-04-08,1.11310336005458
2013-04-09,1.11616391812381
2013-04-10,1.11492004083021
2013-04-11,1.10984781060876
2013-04-12,1.11847595252967
2013-04-13,1.11689224819828
2013-04-14,1.10441199560371
2013-04-15,1.11343958403979
2013-04-16,1.10330426503365
2013-04-17,1.12942790620323
2013-04-18,1.08890799267018
2013-04-19,1.13925530562969
2013-04-20,1.10947989208859
2013-04-21,1.11106779082801
2013-04-22,1.12293577981651
2013-04-23,1.10928185543964
2013-04-24,1.11588443098663
2013-04-25,1.11449089510131
2013-04-26,1.10823842985219
2013-04-27,1.11560713198227
2013-04-28,1.07883806162617
2013-04-29,1.1168807188872
2013-04-30,1.12097384576571
2013-05-01,1.10650030746038
2013-05-02,1.1285439795047
2013-05-03,1.14889950908677
2013-05-04,1.11215777700766
2013-05-05,1.10813249130043
2013-05-06,1.12468511315774
2013-05-07,1.12326605361596
2013-05-08,1.13136238324487
2013-05-09,1.10507888298321
2013-05-10,1.10785747935831
2013-05-11,1.09737401102115
2013-05-12,1.11991129415492
2013-05-13,1.12618819056224
2013-05-14,1.12952776759157
2013-05-15,1.11765846094204
2013-05-16,1.12305991321762
2013-05-17,1.11199908141004
2013-05-18,1.09258984038284
2013-05-19,1.10675794440076
2013-05-20,1.09738361335208
2013-05-21,1.12545796421579
2013-05-22,1.10854981178488
2013-05-23,1.14352995353121
2013-05-24,1.11265508684864
2013-05-25,1.09869341349445
2013-05-26,1.09634929669079
2013-05-27,1.1147838485968
2013-05-28,1.12872800957907
2013-05-29,1.12583438746716
2013-05-30,1.1312231846515
2013-05-31,1.12262156448203
2013-06-01,1.09255821802227
2013-06-02,1.11040215681869
2013-06-03,1.11200117857209
2013-06-04,1.10087906777929
2013-06-05,1.11687320565469
2013-06-06,1.11124736852862
2013-06-07,1.12287948400778
2013-06-08,1.09276468183676
2013-06-09,1.13219389054865
2013-06-10,1.13193681442389
2013-06-11,1.13207137034689
2013-06-12,1.11399850672883
2013-06-13,1.12097664954946
2013-06-14,1.12333566923616
2013-06-15,1.10555013487918
2013-06-16,1.09896348049918
2013-06-17,1.10919279115554
2013-06-18,1.12820602662929
2013-06-19,1.11885592441454
2013-06-20,1.11779690314598
2013-06-21,1.11706689536878
