date_time,comp1_rate
2012-11-01,0
2012-11-02,0
2012-11-03,0
2012-11-04,0
2012-11-05,0.00147628713784831
2012-11-06,0.00322449532583661
2012-11-07,0.00114446236279457
2012-11-08,0.00260654242147791
2012-11-09,0.00177491651875696
2012-11-10,0.00150561710998726
2012-11-11,0.0031449599584995
2012-11-12,0.00233348551717141
2012-11-13,0.00291307999160193
2012-11-14,0.00310524869469635
2012-11-15,0.00405190822975415
2012-11-16,0.00300594861409948
2012-11-17,0.00376341956185873
2012-11-18,0.00499965988708251
2012-11-19,0.00511911793660169
2012-11-20,0.00459458741667331
2012-11-21,0.00341699069164605
2012-11-22,0.00462307061367534
2012-11-23,0.00407648977171657
2012-11-24,0.00562003665241295
2012-11-25,0.00407961835828261
2012-11-26,0
2012-11-27,0
2012-11-28,0
2012-11-29,0
2012-11-30,0
2012-12-01,0
2012-12-02,0
2012-12-03,5.37778972842162e-05
2012-12-04,0
2012-12-05,5.41154824395259e-05
2012-12-06,3.02791739841337e-05
2012-12-07,9.9836933009418e-05
2012-12-08,8.20681165367255e-05
2012-12-09,3.35232986925913e-05
2012-12-10,0.00543398009509465
2012-12-11,0.00461425422483468
2012-12-12,0.00561292607830849
2012-12-13,0.00922127674000746
2012-12-14,0.0129715375187253
2012-12-15,0.0106178019437428
2012-12-16,0.011694278156759
2012-12-17,0.0100946716503424
2012-12-18,0.00916242201392447
2012-12-19,0.0102733386808169
2012-12-20,0.00646799250438252
2012-12-21,0.0072682476131814
2012-12-22,0.00414230019493177
2012-12-23,0.00934127878885489
2012-12-24,0.00839774787670579
2012-12-25,0.00590160911060906
2012-12-26,0.00733291995794355
2012-12-27,0.00683127980922099
2012-12-28,0.00478583393156257
2012-12-29,0.00451490608306049
2012-12-30,0.00727058969123198
2012-12-31,0
2013-01-01,0.00724744860227777
2013-01-02,0.00665143437420665
2013-01-03,0.00868107675372761
2013-01-04,0.00699523052464229
2013-01-05,0.00553323232988604
2013-01-06,0.00535709250852905
2013-01-07,0.0148321087687976
2013-01-08,0.0144490997622013
2013-01-09,0.00815932619757852
2013-01-10,0.00967772025558509
2013-01-11,0.0142279583268543
2013-01-12,0.0104896233418326
2013-01-13,0.00961659491981975
2013-01-14,0.0098953104832927
2013-01-15,0.0125670955099259
2013-01-16,0.0101825124440303
2013-01-17,0.00745644432760557
2013-01-18,0.0083791895947974
2013-01-19,0.00519188064929785
2013-01-20,0.00935616872819537
2013-01-21,0.00970718924461661
2013-01-22,0.00766601794275407
2013-01-23,0.00815038780070987
2013-01-24,0.00508345779943925
2013-01-25,0.0113988744688182
2013-01-26,0.00907398790134946
2013-01-27,0.0118882036478152
2013-01-28,0.00803222597005509
2013-01-29,0.00899813203335004
2013-01-30,0.00702170561024789
2013-01-31,0.0107042253521127
2013-02-01,0.00608407079646018
2013-02-02,0.00543335706523776
2013-02-03,0.00964075171807315
2013-02-04,0.00904424346125642
2013-02-05,0.00974306792164844
2013-02-06,0.0097511851251443
2013-02-07,0.0066272453419614
2013-02-08,0.00730676751406494
2013-02-09,0.00669232056215493
2013-02-10,0.0133532865200875
2013-02-11,0.0100201232288447
2013-02-12,0.00751033438382515
2013-02-13,0.00692904070811416
2013-02-14,0.00833232408865205
2013-02-15,0.0127292889155847
2013-02-16,0.00764125160354733
2013-02-17,0.0113485667652759
2013-02-18,0.0152130457653866
2013-02-19,0.0116009778273363
2013-02-20,0.0121850204900166
2013-02-21,0.00963609316370257
2013-02-22,0.00934669959804349
2013-02-23,0.0101851330819875
2013-02-24,0.0131325910931174
2013-02-25,0.0112154191243665
2013-02-26,0.0113066601709194
2013-02-27,0.0100250626566416
2013-02-28,0.0105423300263558
