date_time,comp2_rate
2012-11-01,0.0165619963319069
2012-11-02,0.0175912192227826
2012-11-03,0.0192084069081356
2012-11-04,0.0146129420106668
2012-11-05,0.022487016581868
2012-11-06,0.0138192656821569
2012-11-07,0.0126150964989856
2012-11-08,0.0171771145575394
2012-11-09,0.0151319154056737
2012-11-10,0.0203451337682894
2012-11-11,0.0208475180754142
2012-11-12,0.0156749353218688
2012-11-13,0.0192105815662398
2012-11-14,0.0224237427864798
2012-11-15,0.0243935826534523
2012-11-16,0.0227819263384382
2012-11-17,0.0236501208255754
2012-11-18,0.019522481463846
2012-11-19,0.0242736196664135
2012-11-20,0.0201046397365416
2012-11-21,0.0283963709202309
2012-11-22,0.0230780702408471
2012-11-23,0.0223095167506671
2012-11-24,0.0257788637751985
2012-11-25,0.0252015134068103
2012-11-26,0.0231314964527306
2012-11-27,0.0221237778185536
2012-11-28,0.0273693674635075
2012-11-29,0.0299596352220063
2012-11-30,0.0237732011187389
2012-12-01,0.0218237184909491
2012-12-02,0.025475566310412
2012-12-03,0.0199784888410863
2012-12-04,0.0211460343983175
2012-12-05,0.023513177119974
2012-12-06,0.0166838248652577
2012-12-07,0.0261239974707977
2012-12-08,0.0280672958555601
2012-12-09,0.0243043915521287
2012-12-10,0.0199344378488527
2012-12-11,0.0243938280675974
2012-12-12,0.0234870984441841
2012-12-13,0.0223751567956063
2012-12-14,0.0211425847746153
2012-12-15,0.0287708181701417
2012-12-16,0.0235973827091744
2012-12-17,0.0209259815021963
2012-12-18,0.0261008469212454
2012-12-19,0.0207009316961807
2012-12-20,0.0236353744786314
2012-12-21,0.0240221743147521
2012-12-22,0.0195743989603639
2012-12-23,0.0204944435496859
2012-12-24,0.0165569233705506
2012-12-25,0.0299691087648117
2012-12-26,0.017523521958321
2012-12-27,0.0232015103338633
2012-12-28,0.0215096647257451
2012-12-29,0.0181285541961055
2012-12-30,0.0205432832126725
2012-12-31,-0.000154368632293918
2013-01-01,0.0194497855346842
2013-01-02,0.0211474993653211
2013-01-03,0.022866006204343
