date_time,comp5_rate_percent_diff
2012-11-01,8.42638803979325
2012-11-02,8.77072085434589
2012-11-03,3.13234850768767
2012-11-04,3.00863211764343
2012-11-05,4.56072548967917
2012-11-06,8.53160818317301
2012-11-07,20.5136555168288
2012-11-08,12.0192884139189
2012-11-09,8.27360789386601
2012-11-10,4.41555032235648
2012-11-11,9.77210388094543
2012-11-12,26.332724597981
2012-11-13,45.1072590804115
2012-11-14,10.2991206375378
2012-11-15,4.06149044516235
2012-11-16,6.8104986710543
2012-11-17,9.66382759576913
2012-11-18,3.1715189442895
2012-11-19,5.92402891457823
2012-11-20,14.3232146176931
2012-11-21,3.35625073642041
2012-11-22,11.964096637089
2012-11-23,12.506374147643
2012-11-24,8.16338831195276
2012-11-25,3.04964632340846
2012-11-26,4.01349612275202
2012-11-27,10.2298094314399
2012-11-28,7.44399196107468
2012-11-29,6.93149947675288
2012-11-30,10.481153063819
2012-12-01,18.3980713923194
2012-12-02,3.7761645493043
2012-12-03,24.0599085775746
2012-12-04,16.2783555645185
2012-12-05,12.9110882623519
2012-12-06,25.6391630836311
2012-12-07,8.19568038869846
2012-12-08,3.58075502667214
2012-12-09,3.37666778410996
2012-12-10,3.56613803490742
2012-12-11,7.05540044085231
2012-12-12,7.99305196043705
2012-12-13,5.40448181170967
2012-12-14,3.68555086476917
2012-12-15,3.52742218606842
2012-12-16,3.48033551440902
2012-12-17,3.31869151229094
2012-12-18,3.23201422586576
2012-12-19,3.28854815820325
2012-12-20,3.57302182191864
2012-12-21,3.21989528795812
2012-12-22,3.81753573749188
2012-12-23,3.20035432436785
2012-12-24,2.89956102681554
2012-12-25,3.14237631979344
2012-12-26,3.26746286361308
2012-12-27,3.14288553259142
2012-12-28,2.87033048842094
2012-12-29,2.8745476477684
2012-12-30,2.68485861023452
2012-12-31,0.0245060203766595
2013-01-01,2.75939210176009
2013-01-02,2.9037319116527
2013-01-03,3.08666066246372
2013-01-04,3.01149973502915
2013-01-05,2.71833212568342
2013-01-06,2.65398821439648
2013-01-07,2.82716473254137
2013-01-08,2.99542520665836
2013-01-09,2.90963326899456
2013-01-10,2.92360430950049
2013-01-11,2.81195252163997
2013-01-12,2.44530871768389
2013-01-13,2.55592477909523
2013-01-14,2.78283583618447
2013-01-15,2.82651018147738
2013-01-16,2.87815078300793
2013-01-17,2.9251965681237
2013-01-18,2.95465232616308
2013-01-19,2.64382447690239
2013-01-20,2.41928322232794
2013-01-21,2.69857582317421
2013-01-22,2.80476574737741
2013-01-23,2.75993602383769
2013-01-24,2.66758378534182
2013-01-25,2.88721718157804
2013-01-26,2.55570697334308
2013-01-27,2.64435113502165
2013-01-28,2.86886359775777
2013-01-29,3.01546767506492
2013-01-30,3.10826710947693
2013-01-31,2.99492957746479
2013-02-01,3.26240102468561
2013-02-02,2.8432570165249
2013-02-03,2.61632413770641
2013-02-04,7.02532388169152
2013-02-05,7.07150852200458
2013-02-06,7.54987350477734
2013-02-07,8.10688385585184
2013-02-08,9.60515442257861
2013-02-09,8.75377837265072
2013-02-10,7.911246690457
2013-02-11,6.09138435367093
2013-02-12,5.2897106372529
2013-02-13,5.21258212391998
2013-02-14,5.06038512777038
2013-02-15,4.88744628748325
2013-02-16,4.85969658095822
2013-02-17,4.36585739059472
2013-02-18,2.47909521304577
2013-02-19,2.62675301282326
2013-02-20,2.62636236812277
2013-02-21,2.63207442438775
2013-02-22,2.50324470918689
2013-02-23,2.58412582297001
2013-02-24,2.25260627530364
2013-02-25,2.79521475450694
2013-02-26,2.90400503420417
2013-02-27,5.22005834257776
2013-02-28,3.15736356039341
2013-03-01,6.81640480591497
2013-03-02,2.64209187814512
2013-03-03,2.5705349300542
2013-03-04,2.80187689656464
2013-03-05,2.8170311550012
2013-03-06,14.1083452919748
2013-03-07,2.85897309355074
2013-03-08,2.66501082374388
2013-03-09,2.64850836260683
2013-03-10,2.51806385362211
2013-03-11,3.77098362532921
2013-03-12,2.73337453153656
2013-03-13,2.92675738383395
2013-03-14,3.17716593091617
2013-03-15,3.06466179200954
2013-03-16,2.76714254216735
2013-03-17,2.59390444810544
2013-03-18,4.89560822586267
2013-03-19,4.61438272751667
2013-03-20,2.59641688675155
2013-03-21,5.35596955128205
2013-03-22,2.64564406617577
2013-03-23,2.22327294719191
2013-03-24,2.07803614166831
2013-03-25,2.51278270440905
2013-03-26,4.59326749200167
2013-03-27,2.51238691130464
2013-03-28,2.56937152477792
2013-03-29,2.49918848167539
2013-03-30,2.30719111141593
2013-03-31,2.23717108138823
2013-04-01,2.99775585297804
2013-04-02,3.3071415927463
2013-04-03,3.12525755160751
2013-04-04,3.5045039289593
2013-04-05,4.07930935664135
2013-04-06,3.5722972972973
2013-04-07,2.96148480318884
2013-04-08,2.85329609414975
2013-04-09,2.86175105660065
2013-04-10,2.79540234773733
2013-04-11,2.77191616233535
2013-04-12,2.96652092442224
2013-04-13,2.66780922247612
2013-04-14,2.23488773747841
2013-04-15,5.75476432689047
2013-04-16,2.5336377209876
2013-04-17,2.51261849326459
2013-04-18,2.69167251091555
2013-04-19,2.72746219341721
2013-04-20,2.36940836940837
2013-04-21,2.26521760319704
2013-04-22,2.89651376146789
2013-04-23,2.97869318181818
2013-04-24,2.84681217932543
2013-04-25,2.89910233393178
2013-04-26,2.82599951538648
2013-04-27,2.92658253544
2013-04-28,2.5533867245826
2013-04-29,2.84980099298346
2013-04-30,2.77674291480952
2013-05-01,2.80207486164283
2013-05-02,2.89767292912041
2013-05-03,2.82083292694821
2013-05-04,2.63328187517722
2013-05-05,2.53914164196417
2013-05-06,2.76826343685133
2013-05-07,2.83652197630923
2013-05-08,2.81625725219109
2013-05-09,6.32044630051464
2013-05-10,2.86070268527931
2013-05-11,2.64159714312102
2013-05-12,2.34653360789904
