date_time,prop_location_score1
2012-11-01,2.87212499305285
2012-11-02,2.78387985760902
2012-11-03,2.9541823506611
2012-11-04,2.90130838240281
2012-11-05,2.88582817072206
2012-11-06,2.94811461861536
2012-11-07,2.9073731987723
2012-11-08,2.94893522742083
2012-11-09,2.87848019012665
2012-11-10,2.84511871211829
2012-11-11,2.96161916804461
2012-11-12,2.88588875361437
2012-11-13,2.91443339281965
2012-11-14,2.87184885957681
2012-11-15,2.84227481793791
2012-11-16,2.87883464118466
2012-11-17,3.01347106128432
2012-11-18,2.92915754030338
2012-11-19,2.95349618878857
2012-11-20,2.92365203303854
2012-11-21,2.96501296099918
2012-11-22,3.01301879054507
2012-11-23,2.92125222353988
2012-11-24,3.00434819792303
2012-11-25,2.89877874650436
2012-11-26,3.0058336908101
2012-11-27,2.93726912894178
2012-11-28,3.00374021578168
2012-11-29,2.87807564658394
2012-11-30,2.8914670734808
2012-12-01,2.98194045000846
2012-12-02,2.94256973852255
2012-12-03,2.8750040333423
2012-12-04,2.90057733859583
2012-12-05,2.96499837653553
2012-12-06,2.85864258463029
2012-12-07,2.90673633065992
2012-12-08,2.95654575297497
2012-12-09,2.9804666443178
2012-12-10,2.90434482147603
2012-12-11,2.97139573842763
2012-12-12,2.97397591346285
2012-12-13,2.81380106451504
2012-12-14,2.97299400789868
2012-12-15,2.88235775142356
2012-12-16,2.96396282890157
2012-12-17,2.94969661419256
2012-12-18,2.91717411615781
2012-12-19,2.91490898994262
2012-12-20,2.96354137701747
2012-12-21,2.83891315060055
2012-12-22,2.96632431773879
2012-12-23,2.96073361249799
2012-12-24,2.89688710754843
2012-12-25,2.92007745861958
2012-12-26,2.86676704499501
2012-12-27,2.90333714228935
2012-12-28,2.86988912818059
2012-12-29,2.78968188867827
2012-12-30,2.88845059092878
2012-12-31,2.90623147576412
2013-01-01,2.89692538086082
2013-01-02,2.91081619700432
2013-01-03,2.89976683678575
2013-01-04,2.93245151033386
2013-01-05,2.96571734404848
2013-01-06,2.93106803507486
2013-01-07,2.94619904323743
2013-01-08,2.96909500622806
2013-01-09,2.98385966836287
2013-01-10,2.95058882514808
2013-01-11,2.97447778987197
2013-01-12,2.91399444856857
2013-01-13,2.95882083427737
2013-01-14,2.94629919485362
2013-01-15,2.918575658175
2013-01-16,2.89225651748983
2013-01-17,2.90096718686519
2013-01-18,2.88355452726363
2013-01-19,2.95008976323773
2013-01-20,3.00122079501004
2013-01-21,2.9647496866811
2013-01-22,2.95710613756111
2013-01-23,2.9345613689146
2013-01-24,2.89834184943532
2013-01-25,2.94327007005857
2013-01-26,2.91563650867513
2013-01-27,3.06585277522635
2013-01-28,2.91835569899779
2013-01-29,2.969198596747
2013-01-30,2.9788698849484
2013-01-31,2.9427836351442
2013-02-01,2.91172770144388
2013-02-02,3.00044965713643
2013-02-03,2.99246588281275
2013-02-04,2.9108020043999
2013-02-05,2.97183541083694
2013-02-06,2.91483899491563
2013-02-07,2.85268392279371
2013-02-08,2.92531526484114
2013-02-09,2.91579805922704
2013-02-10,2.9367793254288
2013-02-11,2.87504615895276
2013-02-12,2.83738754962551
2013-02-13,2.83267148319496
2013-02-14,2.83160760566792
2013-02-15,2.82200064686042
2013-02-16,2.8631170171231
2013-02-17,2.86283484647557
2013-02-18,2.91991309836928
2013-02-19,2.8725918857486
2013-02-20,2.86666688464557
2013-02-21,2.83132285352694
2013-02-22,2.82476415322776
2013-02-23,2.87281807439086
2013-02-24,2.95780541497976
2013-02-25,2.8554882861178
2013-02-26,2.90698292836409
2013-02-27,2.86068614158347
2013-02-28,2.85163598962909
2013-03-01,2.8456303142329
2013-03-02,2.85489475677723
2013-03-03,2.8978791319437
2013-03-04,2.80950473907017
2013-03-05,2.8460777124749
2013-03-06,2.91899418626044
2013-03-07,2.81332313401899
2013-03-08,2.8068451634955
2013-03-09,2.94148219996854
2013-03-10,2.93914698469007
2013-03-11,2.87791824115424
2013-03-12,2.9127848656407
2013-03-13,2.86648774064087
2013-03-14,2.92119233424692
2013-03-15,2.90332454672565
2013-03-16,2.90659987873443
2013-03-17,2.9009817480274
2013-03-18,2.87408388520971
2013-03-19,2.90088302681281
2013-03-20,2.77744333635539
2013-03-21,2.82343238069801
2013-03-22,2.83460504924931
2013-03-23,2.82080160541001
2013-03-24,2.90266034297258
2013-03-25,2.83743286743785
2013-03-26,2.86164338374103
2013-03-27,2.85201065358924
2013-03-28,2.79867238209167
2013-03-29,2.80630445026178
2013-03-30,2.8373900072014
2013-03-31,2.89405192761605
2013-04-01,2.77209332416805
2013-04-02,2.84897134315442
2013-04-03,2.84466839015667
2013-04-04,2.81974211546242
2013-04-05,2.82431174475808
2013-04-06,2.91364541715629
2013-04-07,2.90940109616343
2013-04-08,2.82881673204844
2013-04-09,2.82907329908014
2013-04-10,2.88241791425655
2013-04-11,2.8033363741545
2013-04-12,2.87163522798251
2013-04-13,2.90710552528271
2013-04-14,2.88884387920657
2013-04-15,2.89003458799593
2013-04-16,2.91359509229005
2013-04-17,2.86301949941793
2013-04-18,2.8664025066172
2013-04-19,2.8027185156945
2013-04-20,2.91763755568103
2013-04-21,2.9495046054876
2013-04-22,2.82960265035678
2013-04-23,2.85803255402385
2013-04-24,2.84296492556144
2013-04-25,2.86300718132855
2013-04-26,2.79307317664163
2013-04-27,2.92169029333153
2013-04-28,2.9496690647482
2013-04-29,2.87945467974232
2013-04-30,2.83246341771087
2013-05-01,2.84108781465098
2013-05-02,2.78936656703672
2013-05-03,2.85606619200884
2013-05-04,2.83991084086828
2013-05-05,2.84878901920351
2013-05-06,2.87595634912638
2013-05-07,2.824822319202
2013-05-08,2.83306546516891
2013-05-09,2.81244473972834
2013-05-10,2.86502541469341
2013-05-11,2.86713203829696
2013-05-12,2.87707085907387
2013-05-13,2.81242908502268
2013-05-14,2.85148677830746
2013-05-15,2.86554545454545
2013-05-16,2.79289657042724
2013-05-17,2.81119875990355
2013-05-18,2.86102368992064
2013-05-19,2.93207826448957
2013-05-20,2.79453907926874
2013-05-21,2.83423498168143
2013-05-22,2.83094536170847
2013-05-23,2.81728011052037
2013-05-24,2.82957252424994
2013-05-25,2.87860829191345
2013-05-26,2.87908800173456
2013-05-27,2.82751679737291
2013-05-28,2.8183774523349
2013-05-29,2.86960902987253
2013-05-30,2.85827450821663
2013-05-31,2.77426334566596
2013-06-01,2.91744375070312
2013-06-02,2.84820130307796
2013-06-03,2.8532731156658
2013-06-04,2.82144999721226
2013-06-05,2.84552731038994
2013-06-06,2.78166922149325
2013-06-07,2.77382024209224
2013-06-08,2.80413762092928
2013-06-09,2.80342620255217
2013-06-10,2.85113258524109
2013-06-11,2.81835884430758
2013-06-12,2.79845919909675
2013-06-13,2.81618622226528
2013-06-14,2.71648125437982
2013-06-15,2.86406215921483
2013-06-16,2.91806462733562
2013-06-17,2.78553923300857
2013-06-18,2.81138980378416
2013-06-19,2.76261277158928
2013-06-20,2.81010462344657
2013-06-21,2.80467955714954
2013-06-22,2.83340464394736
2013-06-23,2.86505284502888
2013-06-24,2.89786608854877
2013-06-25,2.87543954609534
2013-06-26,2.80212866983214
2013-06-27,2.75290011623712
2013-06-28,2.75129292338541
2013-06-29,2.84394057986992
2013-06-30,2.80060485430268
