date_time,srch_booking_window
2012-11-01,28.1371922414272
2012-11-02,26.3689409670721
2012-11-03,35.5858133425212
2012-11-04,38.149212319265
2012-11-05,32.6765349431893
2012-11-06,32.1442081018832
2012-11-07,30.161473235187
2012-11-08,31.2524957643686
2012-11-09,28.3350982220751
2012-11-10,31.8098675829055
2012-11-11,38.5595110722044
2012-11-12,31.1678334094253
2012-11-13,32.0235145916439
2012-11-14,28.6719703215169
2012-11-15,31.4322948037015
2012-11-16,28.9919946842172
2012-11-17,37.0298696668383
2012-11-18,36.8051833208625
2012-11-19,34.4991139988187
2012-11-20,31.0182189998141
2012-11-21,29.0771179450925
2012-11-22,31.6667288047125
2012-11-23,30.7381040616662
2012-11-24,38.0013031969049
2012-11-25,38.298700444152
2012-11-26,34.3375020623659
2012-11-27,32.203806128601
2012-11-28,32.5735931880685
2012-11-29,32.2362984003588
2012-11-30,30.1341533180778
2012-12-01,35.5579851125021
2012-12-02,37.641997714593
2012-12-03,31.377009948911
2012-12-04,30.9110080377978
2012-12-05,33.914551653228
2012-12-06,30.9747168897232
2012-12-07,31.5804519285168
2012-12-08,31.8211735740665
2012-12-09,33.7686221924237
2012-12-10,31.0340509730959
2012-12-11,34.2953122703894
2012-12-12,31.7182093130977
2012-12-13,28.6630504797098
2012-12-14,29.6601184801852
2012-12-15,31.1352913473477
2012-12-16,32.8096895447585
2012-12-17,26.7211960821761
2012-12-18,31.9720907803128
2012-12-19,26.5120626889616
2012-12-20,28.3864172157408
2012-12-21,25.2962118878965
2012-12-22,26.2785087719298
2012-12-23,30.7428732485102
2012-12-24,29.1481057352801
2012-12-25,29.2977546221587
2012-12-26,28.994715984148
2012-12-27,29.387569554849
2012-12-28,33.9553056286725
2012-12-29,35.0024470101672
2012-12-30,39.217715487903
2012-12-31,37.3810589688175
2013-01-01,49.479514864665
2013-01-02,44.7971312515867
2013-01-03,41.076628640048
2013-01-04,43.1681770005299
2013-01-05,55.466998221461
2013-01-06,56.1625454647983
2013-01-07,47.0006637826455
2013-01-08,45.5554976786321
2013-01-09,47.5809791191437
2013-01-10,45.0894314630847
2013-01-11,47.4821696988545
2013-01-12,53.2408417519285
2013-01-13,57.7844070186038
2013-01-14,46.0316731884206
2013-01-15,46.9085158047201
2013-01-16,42.0066140873241
2013-01-17,43.5852113854169
2013-01-18,43.9384192096048
2013-01-19,53.3969912113346
2013-01-20,59.1850882757162
2013-01-21,47.0235615814059
2013-01-22,47.0538519960127
2013-01-23,45.7092371061741
2013-01-24,45.6595393443912
2013-01-25,41.7894510164236
2013-01-26,49.2479890979193
2013-01-27,57.6675501902637
2013-01-28,45.9391152418161
2013-01-29,46.4170349446444
2013-01-30,46.0749377298067
2013-01-31,41.2330516431925
2013-02-01,38.6313460642757
2013-02-02,51.0961516843407
2013-02-03,55.7844510308439
2013-02-04,41.1242483500367
2013-02-05,42.6031798524548
2013-02-06,38.1902586397465
2013-02-07,39.3008814013165
2013-02-08,42.9044751032986
2013-02-09,46.6076905917127
2013-02-10,50.9888108668125
2013-02-11,42.7972532829907
2013-02-12,40.9670936847706
2013-02-13,38.990409193654
2013-02-14,39.431076662226
2013-02-15,37.3625190592801
2013-02-16,47.5065815159797
2013-02-17,52.9994134448638
2013-02-18,44.134834297738
2013-02-19,42.6585752884162
2013-02-20,40.8700627779231
2013-02-21,39.0338151379915
2013-02-22,40.5634655431256
2013-02-23,46.4772100613359
2013-02-24,53.1097925101215
2013-02-25,41.4182520561602
2013-02-26,40.8792602967745
2013-02-27,38.9591807387321
2013-02-28,34.9339604448349
2013-03-01,37.3003696857671
2013-03-02,45.4623397002327
2013-03-03,48.4730606911031
2013-03-04,39.2757277188776
2013-03-05,37.4829117305673
2013-03-06,37.442819295728
2013-03-07,35.3406044574294
2013-03-08,38.8184801184915
2013-03-09,44.9801814082735
2013-03-10,46.4424243838686
2013-03-11,39.3900148860644
2013-03-12,39.1201459213779
2013-03-13,38.1201897953638
2013-03-14,36.4776450404837
2013-03-15,37.1804845623123
2013-03-16,44.6852882813361
2013-03-17,47.5589178878002
2013-03-18,39.6611285387863
2013-03-19,39.2854253101327
2013-03-20,37.3499546690843
2013-03-21,39.0957532051282
2013-03-22,36.0408577986038
2013-03-23,39.7815102949666
2013-03-24,45.6246624069561
2013-03-25,38.8755581400179
2013-03-26,37.0127178427359
2013-03-27,35.9186395535639
2013-03-28,34.911078620323
2013-03-29,38.4832722513089
2013-03-30,45.427591646377
2013-03-31,42.7109304426378
2013-04-01,40.1934616473252
2013-04-02,40.8509529335405
2013-04-03,41.0324223457606
2013-04-04,38.56425818267
2013-04-05,34.0853512919712
2013-04-06,42.6398648648649
2013-04-07,48.5306925759841
2013-04-08,39.8588606515436
2013-04-09,37.2354354852076
2013-04-10,38.9856881592378
2013-04-11,37.4200338198647
2013-04-12,36.9202248594628
2013-04-13,45.3136462178473
2013-04-14,46.5029570314544
2013-04-15,38.9614332542105
2013-04-16,39.6755458420791
2013-04-17,37.2403334442042
2013-04-18,37.1909372667014
2013-04-19,35.34156817893
2013-04-20,43.9020327498588
2013-04-21,46.2632194551391
2013-04-22,39.1107033639144
2013-04-23,35.6602319299553
2013-04-24,35.498633190344
2013-04-25,36.1416260579636
2013-04-26,34.2303610370729
2013-04-27,40.6424535642995
2013-04-28,43.7975023754581
2013-04-29,37.857843338394
2013-04-30,35.5548524093852
2013-05-01,37.4065221272291
2013-05-02,35.06951323655
2013-05-03,35.6828570499691
2013-05-04,39.5063797611922
2013-05-05,41.9561799200928
2013-05-06,34.6979907700369
2013-05-07,33.4563980673317
2013-05-08,35.0254495329795
2013-05-09,34.8900489327596
2013-05-10,34.6310034464804
2013-05-11,39.5570606163224
2013-05-12,41.3964570463066
2013-05-13,35.7728838443729
2013-05-14,36.6854296540765
2013-05-15,34.4629773211863
2013-05-16,31.8458152536716
2013-05-17,31.6429440808359
2013-05-18,37.460987426805
2013-05-19,39.037282020445
2013-05-20,35.8605025534749
2013-05-21,35.2809622579332
2013-05-22,31.6282285416123
2013-05-23,32.8940009210031
2013-05-24,30.0308143469434
2013-05-25,35.1304800738117
2013-05-26,38.1514757297341
2013-05-27,35.9104500183637
2013-05-28,33.913548862485
2013-05-29,33.372112484188
2013-05-30,33.3634542216466
2013-05-31,31.6329060958421
2013-06-01,36.7182753965575
2013-06-02,38.8487755560548
2013-06-03,32.8975378892511
2013-06-04,33.0661809801699
2013-06-05,35.1914816295381
