date_time,comp4_rate
2012-11-01,-0.00141721780692492
2012-11-02,-0.000207653515277366
2012-11-03,-0.000344545415392566
2012-11-04,-0.000647408823257391
2012-11-05,-0.000184535892231039
2012-11-06,-0.00308901232895272
2012-11-07,-0.000676273214378609
2012-11-08,-0.00281506581519614
2012-11-09,-0.00189524984206251
2012-11-10,-0.00478709029842103
2012-11-11,-0.00233440326816458
2012-11-12,-0.0027900370314006
2012-11-13,-0.0023094688221709
2012-11-14,-0.00307776861775213
2012-11-15,-0.00279253134753326
2012-11-16,-0.000885963802050373
2012-11-17,-0.00332765519153825
2012-11-18,0.000204067750493164
2012-11-19,0.000450032346074874
2012-11-20,-0.00058428279287175
2012-11-21,-0.000972074938140685
2012-11-22,-0.00219968682424875
2012-11-23,-0.00066706196264453
2012-11-24,0.000162899613113419
2012-11-25,-0.000888303997367988
2012-11-26,-0.00366276192047517
2012-11-27,-0.000498047130986396
2012-11-28,0.000846202665538396
2012-11-29,-0.000747495888772612
2012-11-30,-0.000444952962115434
2012-12-01,-0.000930468617831162
2012-12-02,0.00141157491429724
2012-12-03,-0.000403334229631622
2012-12-04,0.000547376912218029
2012-12-05,-0.000757616754153363
2012-12-06,-0.0026948464845879
2012-12-07,0.000898532397084762
2012-12-08,-0.00160032827246615
2012-12-09,-0.00130740864901106
2012-12-10,0.000738312512920469
2012-12-11,-0.00249816311535636
2012-12-12,0.00237050761559631
2012-12-13,-0.00186459639963386
2012-12-14,0
2012-12-15,0.004195744316479
2012-12-16,0.000661283586245301
2012-12-17,-0.00114588164679562
2012-12-18,-0.00195907049639832
2012-12-19,-0.00148084161164929
2012-12-20,-0.00287130508372121
2012-12-21,0.000277178934400986
2012-12-22,-0.00479207277452892
2012-12-23,-0.00153003704300209
2012-12-24,-0.0017654356331711
2012-12-25,-0.000184425284706533
2012-12-26,-0.00245329307416494
2012-12-27,-0.000397456279809221
2012-12-28,-0.000239291696578129
2012-12-29,-0.000723763570566948
2012-12-30,-0.00133036322009777
2012-12-31,-0.000192960790367397
2013-01-01,0.00136814080757284
2013-01-02,-0.00137090632140137
2013-01-03,-5.0035024517162e-05
2013-01-04,0.000768415474297828
2013-01-05,0.000625782227784731
2013-01-06,0.00152254208137142
2013-01-07,-0.00148778868822816
2013-01-08,-0.00167591439248103
2013-01-09,0.000592209159501667
2013-01-10,-0.000839513082412201
2013-01-11,-5.1832270771783e-05
2013-01-12,-0.000548687990188168
2013-01-13,-0.000402789316013393
2013-01-14,0.00151605170965561
2013-01-15,0.000788105989605521
2013-01-16,0.00161374639179944
2013-01-17,0.00141003274143823
2013-01-18,0.003951975987994
2013-01-19,0.00109467363087605
2013-01-20,0.000237868696479543
2013-01-21,0.0018229463370172
2013-01-22,0.00280058859828167
2013-01-23,0.0023224223303098
2013-01-24,0.000314440688625108
2013-01-25,0.00077523831400023
2013-01-26,0.00182809280063817
2013-01-27,0.00364781524734287
2013-01-28,0.00203838967215899
2013-01-29,0.0012073442981457
2013-01-30,0.00185031431621397
2013-01-31,0.00142186452045607
2013-02-01,0.00148462971588263
2013-02-02,0.00453404279237082
2013-02-03,0.00100967332182523
2013-02-04,0.000268882913713029
2013-02-05,0.0016280844568812
2013-02-06,0.00130179549529634
2013-02-07,0.00278924467254268
2013-02-08,0.00263790648271354
2013-02-09,0.00507500975963415
2013-02-10,0.000299297801312306
2013-02-11,0.00331929547953447
2013-02-12,0.00161666598452912
2013-02-13,0.00274626613431354
2013-02-14,0.00217996851156594
2013-02-15,0.00203298988125491
2013-02-16,0.00153382787662446
2013-02-17,0.00163215342242171
2013-02-18,0.00109416096791163
2013-02-19,0.0030664322168375
2013-02-20,0.00146045862760485
2013-02-21,0.000599480450276427
2013-02-22,0.000944355658869679
2013-02-23,0.000956614709357943
2013-02-24,-0.000784412955465587
2013-02-25,0.000768463902965855
2013-02-26,0.00160363761849664
2013-02-27,0.00162290973334977
2013-02-28,0.0020570400051426
2013-03-01,0.0011090573012939
2013-03-02,0.000865754017639738
2013-03-03,-4.28458193191799e-05
2013-03-04,-0.000374630052822838
2013-03-05,-0.000939624518672734
2013-03-06,0.000294366559958789
2013-03-07,-0.000394812168111021
2013-03-08,-0.000638031217956021
2013-03-09,-0.000524301368426572
2013-03-10,0
2013-03-11,-0.000305355166227719
2013-03-12,-0.00157483454269994
2013-03-13,-0.000229928304174244
2013-03-14,-0.00112977801954098
2013-03-15,-0.000985628166043964
2013-03-16,-0.000992172858560247
2013-03-17,-0.000303476979103442
2013-03-18,-0.0116571782657527
2013-03-19,-0.00617169277767457
2013-03-20,-0.00857345579250266
2013-03-21,-0.00712250712250712
2013-03-22,-0.00695706225494884
2013-03-23,-0.0131676608846249
2013-03-24,-0.00829984849482906
2013-03-25,-0.00760108824323482
2013-03-26,-0.0124992548139022
2013-03-27,-0.0122600828612497
2013-03-28,-0.0107662657008041
2013-03-29,-0.00777486910994764
2013-03-30,-0.0068927677377319
2013-03-31,-0.00813008130081301
2013-04-01,-0.00535764829566132
2013-04-02,-0.00552681785103161
2013-04-03,-0.00705594215293706
2013-04-04,-0.00455716689026598
2013-04-05,-0.00293738357930936
2013-04-06,-0.00223266745005875
2013-04-07,-0.0064773293472845
2013-04-08,-0.00134316902609586
2013-04-09,-0.00227894257064722
2013-04-10,-0.00374276964954066
2013-04-11,-0.00198024207903168
2013-04-12,-0.000149906308557152
2013-04-13,-0.00131833362629636
2013-04-14,-0.000706547338671691
2013-04-15,-0.00427263479145473
2013-04-16,-0.00908835176249107
2013-04-17,-0.0048644603359388
2013-04-18,-0.00565572472456621
2013-04-19,-0.00940399034184776
2013-04-20,-0.0072463768115942
2013-04-21,-0.00604317949217798
2013-04-22,-0.00576962283384302
2013-04-23,-0.000465722801788376
2013-04-24,-0.000147194886029102
2013-04-25,0.000410361631187484
2013-04-26,0.00016961473225103
2013-04-27,0.00125181852014751
