date_time,comp2_rate_percent_diff
2012-11-01,2.05010281776246
2012-11-02,2.56769504598042
2012-11-03,2.09991817046384
2012-11-04,1.96204951136048
2012-11-05,2.68536630374608
2012-11-06,2.44663324752744
2012-11-07,2.49022004889976
2012-11-08,2.67582431904079
2012-11-09,2.7498871875094
2012-11-10,2.9623209666834
2012-11-11,2.22348669065914
2012-11-12,2.0541774463552
2012-11-13,2.67457484778501
2012-11-14,2.35479527342677
2012-11-15,2.3952800744675
2012-11-16,2.34577901531452
2012-11-17,2.3248821455453
2012-11-18,2.19481667913747
2012-11-19,2.03349928276095
2012-11-20,2.11566143467984
2012-11-21,2.44261812183339
2012-11-22,2.12031168443815
2012-11-23,2.16906314853246
2012-11-24,2.34848299735288
2012-11-25,2.14413554860997
2012-11-26,2.45520541164824
2012-11-27,2.41049568796037
2012-11-28,2.52440765813412
2012-11-29,2.81453132007774
2012-11-30,2.70308924485126
2012-12-01,2.38356454068686
2012-12-02,2.30506822612086
2012-12-03,2.2313525141167
2012-12-04,2.30990176024891
2012-12-05,2.62546674603604
2012-12-06,2.37979167928299
2012-12-07,2.9445572232021
2012-12-08,2.3499384489126
2012-12-09,2.67160576600738
2012-12-10,2.66681432916925
2012-12-11,2.44649522409993
2012-12-12,2.61197242581946
2012-12-13,3.30152218869716
2012-12-14,2.58167642652867
2012-12-15,2.90516761570407
2012-12-16,2.62473896700543
2012-12-17,2.53736392655444
2012-12-18,2.25374483860273
2012-12-19,2.38813475658666
2012-12-20,3.48210723568881
2012-12-21,2.31857098860487
2012-12-22,2.37723359324237
2012-12-23,2.67973908842004
2012-12-24,1.83586220059166
2012-12-25,2.82212181290055
2012-12-26,2.77472838540965
2012-12-27,2.13588036565978
2012-12-28,2.84113690143841
2012-12-29,1.96515595381699
2012-12-30,1.91272198502568
2012-12-31,0.017868169188021
2013-01-01,1.70806833308682
2013-01-02,2.16976389946687
2013-01-03,2.47330631442009
2013-01-04,1.93222045574987
2013-01-05,1.87609511889862
2013-01-06,1.6976062255054
2013-01-07,2.13330586646524
2013-01-08,2.1522137923225
2013-01-09,2.27967625899281
2013-01-10,2.14157455342568
2013-01-11,2.25045353236925
2013-01-12,1.99906400284027
2013-01-13,1.79432570551066
2013-01-14,2.00585933498597
2013-01-15,2.26271619664309
2013-01-16,2.36607041389186
2013-01-17,2.66665870037999
2013-01-18,2.36800900450225
2013-01-19,2.21774622337597
2013-01-20,1.80819854107199
2013-01-21,1.87720177737268
2013-01-22,1.96019841458205
2013-01-23,1.98350203759695
2013-01-24,2.02735633991038
2013-01-25,2.01849086941541
2013-01-26,1.74905271554876
2013-01-27,1.71295105629183
2013-01-28,1.80222766871315
2013-01-29,1.95020274272176
2013-01-30,1.95416913770608
2013-01-31,1.97727699530516
2013-02-01,2.21468910107126
2013-02-02,1.99168134297598
