date_time,srch_children_count
2012-11-01,0.205607736341911
2012-11-02,0.188549391871848
2012-11-03,0.232051337266894
2012-11-04,0.235225205783519
2012-11-05,0.224316558141987
2012-11-06,0.2331391410378
2012-11-07,0.209176507308953
2012-11-08,0.200729831878014
2012-11-09,0.238620980114918
2012-11-10,0.256379569933984
2012-11-11,0.213079142755244
2012-11-12,0.225790087759347
2012-11-13,0.208140877598152
2012-11-14,0.255234954657873
2012-11-15,0.254531019000164
2012-11-16,0.262530059486141
2012-11-17,0.298736283326071
2012-11-18,0.303856880484321
2012-11-19,0.236323235732568
2012-11-20,0.229198204658327
2012-11-21,0.232797219276541
2012-11-22,0.223324136902543
2012-11-23,0.249851764008301
2012-11-24,0.23885155772755
2012-11-25,0.317848330317486
2012-11-26,0.204091734037288
2012-11-27,0.2135049411518
2012-11-28,0.237544954516607
2012-11-29,0.220391687845717
2012-11-30,0.201531909483855
2012-12-01,0.261546269666723
2012-12-02,0.246218995765275
2012-12-03,0.224576499058887
2012-12-04,0.273486790930829
2012-12-05,0.20891281995779
2012-12-06,0.221976624477684
2012-12-07,0.27109055209824
2012-12-08,0.281083299138285
2012-12-09,0.270667113643983
2012-12-10,0.281238002421665
2012-12-11,0.292049963262307
2012-12-12,0.306885370970818
2012-12-13,0.348340509204326
2012-12-14,0.285441917472423
2012-12-15,0.380613948709166
2012-12-16,0.366107475984965
2012-12-17,0.342018388672141
2012-12-18,0.351216130685072
2012-12-19,0.335163818103289
2012-12-20,0.333796772048601
2012-12-21,0.34869109947644
2012-12-22,0.412889863547758
2012-12-23,0.422088903205025
2012-12-24,0.331567897700162
2012-12-25,0.415786804370879
2012-12-26,0.413635996010029
2012-12-27,0.360443163751987
2012-12-28,0.374890324639068
2012-12-29,0.382974323625711
2012-12-30,0.340789555101788
2012-12-31,0.318153751157765
2013-01-01,0.36869545925159
2013-01-02,0.354252348311754
2013-01-03,0.322125487841489
2013-01-04,0.311976682564918
2013-01-05,0.357980370199592
2013-01-06,0.335213014915273
2013-01-07,0.274989127698048
2013-01-08,0.308413543200091
2013-01-09,0.283536585365854
2013-01-10,0.296954433095471
2013-01-11,0.324236769812886
2013-01-12,0.334828777071297
2013-01-13,0.327417365254387
2013-01-14,0.319374731105693
2013-01-15,0.313517082729829
2013-01-16,0.304407118667182
2013-01-17,0.289104509714887
2013-01-18,0.353901950975488
2013-01-19,0.324711475307291
2013-01-20,0.315572470662861
2013-01-21,0.299851885610117
2013-01-22,0.323111976076328
2013-01-23,0.281977126331011
2013-01-24,0.291329298011163
2013-01-25,0.314287355001723
2013-01-26,0.318520241973011
2013-01-27,0.355753838078992
